order,responsible,nameWithOwner,sshUrl,createdAt,updatedAt,stargazers.totalCount,releases.totalCount,analysed,LOC,CBO,DIT,LCOM
473,Henrique,mybatis/generator,git@github.com:mybatis/generator.git,2013-02-10T11:14:50Z,2022-03-13T11:16:08Z,4887,10,yes,69226.0,2.0,7.0,31.0
474,Henrique,quartz-scheduler/quartz,git@github.com:quartz-scheduler/quartz.git,2016-03-07T14:05:37Z,2022-03-14T09:32:01Z,4882,2,yes,36433.0,5.0,7.0,1.0
475,Henrique,socketio/socket.io-client-java,git@github.com:socketio/socket.io-client-java.git,2013-04-28T17:04:05Z,2022-03-14T19:59:01Z,4881,3,yes,4440.0,10.0,4.0,15.0
476,Henrique,Ramotion/folding-cell-android,git@github.com:Ramotion/folding-cell-android.git,2016-04-01T11:38:47Z,2022-03-09T13:29:59Z,4866,0,yes,719.0,2.0,2.0,0.0
477,Henrique,rubensousa/GravitySnapHelper,git@github.com:rubensousa/GravitySnapHelper.git,2016-08-31T07:25:23Z,2022-03-14T06:28:07Z,4861,14,yes,564.0,3.0,3.0,1.0
478,Henrique,andkulikov/Transitions-Everywhere,git@github.com:andkulikov/Transitions-Everywhere.git,2014-10-15T03:37:03Z,2022-03-09T13:27:55Z,4856,23,yes,7406.0,7.0,11.0,0.0
479,Henrique,ffay/lanproxy,git@github.com:ffay/lanproxy.git,2016-11-20T08:12:10Z,2022-03-14T14:32:26Z,4851,1,yes,2346.0,0.0,4.0,0.0
480,Henrique,AriaLyy/Aria,git@github.com:AriaLyy/Aria.git,2016-02-19T02:16:07Z,2022-03-14T06:24:55Z,4835,26,yes,37193.0,2.0,7.0,0.0
481,Henrique,claritylab/lucida,git@github.com:claritylab/lucida.git,2014-05-13T17:12:49Z,2022-03-09T18:28:41Z,4826,0,yes,17980.0,3.0,5.0,0.0
482,Henrique,jOOQ/jOOQ,git@github.com:jOOQ/jOOQ.git,2011-04-17T10:43:33Z,2022-03-14T10:13:21Z,4826,0,yes,,,,
483,Henrique,alibaba/jvm-sandbox,git@github.com:alibaba/jvm-sandbox.git,2017-08-03T02:55:31Z,2022-03-14T10:32:57Z,4805,12,yes,11036.0,2.0,9.0,55.0
484,Henrique,confluentinc/ksql,git@github.com:confluentinc/ksql.git,2016-09-27T21:30:15Z,2022-03-14T23:45:24Z,4803,8,yes,150749.0,5.0,9.0,0.0
485,Henrique,etsy/AndroidStaggeredGrid,git@github.com:etsy/AndroidStaggeredGrid.git,2013-12-09T19:43:45Z,2022-03-13T02:04:21Z,4789,7,yes,3114.0,32.0,7.0,3536.0
486,Henrique,raphw/byte-buddy,git@github.com:raphw/byte-buddy.git,2013-11-25T19:38:03Z,2022-03-14T14:46:39Z,4788,246,yes,101969.0,0.0,43.0,0.0
487,Henrique,DingMouRen/LayoutManagerGroup,git@github.com:DingMouRen/LayoutManagerGroup.git,2018-04-28T11:47:38Z,2022-03-14T07:35:19Z,4782,0,yes,1676.0,3.0,3.0,0.0
488,Henrique,google/google-authenticator,git@github.com:google/google-authenticator.git,2014-10-08T17:54:27Z,2022-03-14T13:29:00Z,4768,0,yes,2820.0,0.0,9.0,0.0
489,Henrique,Nepxion/Discovery,git@github.com:Nepxion/Discovery.git,2018-06-21T16:16:49Z,2022-03-12T12:29:14Z,4762,112,yes,,,,
490,Henrique,JodaOrg/joda-time,git@github.com:JodaOrg/joda-time.git,2011-05-16T16:49:57Z,2022-03-14T06:58:19Z,4762,35,yes,80557.0,3.0,17.0,6.0
491,Henrique,mcxiaoke/packer-ng-plugin,git@github.com:mcxiaoke/packer-ng-plugin.git,2015-11-24T04:08:08Z,2022-03-14T08:52:11Z,4749,1,yes,1487.0,1.0,4.0,0.0
492,Henrique,hazelcast/hazelcast,git@github.com:hazelcast/hazelcast.git,2012-03-21T12:25:18Z,2022-03-14T23:45:19Z,4744,165,yes,781891.0,3.0,580.0,0.0
493,Henrique,google/cameraview,git@github.com:google/cameraview.git,2016-08-04T05:22:14Z,2022-03-13T04:32:45Z,4737,0,yes,2233.0,2.0,3.0,0.0
494,Henrique,saiwu-bigkoo/Android-ConvenientBanner,git@github.com:saiwu-bigkoo/Android-ConvenientBanner.git,2014-12-23T06:12:33Z,2022-03-14T08:44:12Z,4730,0,yes,696.0,0.0,3.0,0.0
495,Henrique,gabrielemariotti/cardslib,git@github.com:gabrielemariotti/cardslib.git,2013-09-20T21:57:19Z,2022-03-09T18:23:50Z,4720,27,yes,23688.0,11.0,20.0,36.0
496,Henrique,ankidroid/Anki-Android,git@github.com:ankidroid/Anki-Android.git,2013-01-20T13:55:53Z,2022-03-14T21:22:27Z,4718,985,yes,,,,
497,Henrique,pardom-zz/ActiveAndroid,git@github.com:pardom-zz/ActiveAndroid.git,2012-11-15T18:10:45Z,2022-03-07T13:52:53Z,4714,0,yes,2707.0,7.0,10.0,3.0
498,Henrique,huangyanbin/smartTable,git@github.com:huangyanbin/smartTable.git,2017-11-08T01:11:14Z,2022-03-13T12:27:09Z,4700,44,yes,12596.0,2.0,4.0,1.0
499,Henrique,vavr-io/vavr,git@github.com:vavr-io/vavr.git,2014-01-30T14:07:25Z,2022-03-14T15:08:09Z,4700,17,yes,55748.0,13.0,9.0,36.0
500,Henrique,opensearch-project/OpenSearch,git@github.com:opensearch-project/OpenSearch.git,2021-01-29T22:10:00Z,2022-03-14T21:27:32Z,4679,11,yes,,,,
501,Augusto,razerdp/BasePopup,git@github.com:razerdp/BasePopup.git,2016-01-15T03:31:07Z,2022-03-14T17:38:08Z,4678,15,no,,,,
502,Augusto,getActivity/AndroidProject,git@github.com:getActivity/AndroidProject.git,2018-10-23T10:30:55Z,2022-03-14T12:50:31Z,4673,17,no,,,,
503,Augusto,hongyangAndroid/baseAdapter,git@github.com:hongyangAndroid/baseAdapter.git,2015-08-03T02:55:51Z,2022-03-13T08:17:41Z,4670,0,no,,,,
504,Augusto,gephi/gephi,git@github.com:gephi/gephi.git,2011-10-22T03:14:46Z,2022-03-14T02:31:11Z,4658,12,no,,,,
505,Augusto,wdullaer/MaterialDateTimePicker,git@github.com:wdullaer/MaterialDateTimePicker.git,2015-01-03T19:41:03Z,2022-03-06T05:24:45Z,4642,54,no,,,,
506,Augusto,youlookwhat/CloudReader,git@github.com:youlookwhat/CloudReader.git,2016-11-20T11:59:25Z,2022-03-15T00:55:15Z,4640,25,no,,,,
507,Augusto,square/sqlbrite,git@github.com:square/sqlbrite.git,2015-02-19T04:38:37Z,2022-03-05T20:08:34Z,4637,9,no,,,,
508,Augusto,OpenTSDB/opentsdb,git@github.com:OpenTSDB/opentsdb.git,2010-08-27T02:05:20Z,2022-03-10T13:50:25Z,4616,26,no,,,,
509,Augusto,auth0/java-jwt,git@github.com:auth0/java-jwt.git,2014-03-07T15:06:11Z,2022-03-14T16:05:49Z,4607,32,no,,,,
510,Augusto,macrozheng/springcloud-learning,git@github.com:macrozheng/springcloud-learning.git,2019-09-07T02:36:16Z,2022-03-14T09:15:28Z,4604,0,no,,,,
511,Augusto,go-lang-plugin-org/go-lang-idea-plugin,git@github.com:go-lang-plugin-org/go-lang-idea-plugin.git,2010-08-29T08:20:01Z,2022-03-12T13:05:39Z,4603,21,no,,,,
512,Augusto,hustcc/JS-Sorting-Algorithm,git@github.com:hustcc/JS-Sorting-Algorithm.git,2017-01-19T11:36:21Z,2022-03-13T10:04:12Z,4599,0,no,,,,
513,Augusto,alipay/SoloPi,git@github.com:alipay/SoloPi.git,2019-03-14T15:32:49Z,2022-03-14T03:53:22Z,4592,7,no,,,,
514,Augusto,danielzeller/Depth-LIB-Android-,git@github.com:danielzeller/Depth-LIB-Android-.git,2016-04-27T09:37:28Z,2022-03-14T11:49:06Z,4586,0,no,,,,
515,Augusto,SplashCodes/JAViewer,git@github.com:SplashCodes/JAViewer.git,2016-05-21T08:47:10Z,2022-03-14T08:52:52Z,4581,10,no,,,,
516,Augusto,chentao0707/SimplifyReader,git@github.com:chentao0707/SimplifyReader.git,2015-08-17T08:22:53Z,2022-03-13T04:48:14Z,4577,0,no,,,,
517,Augusto,microg/GmsCore,git@github.com:microg/GmsCore.git,2014-04-23T19:28:47Z,2022-03-14T22:37:09Z,4573,26,no,,,,
518,Augusto,zhaojun1998/zfile,git@github.com:zhaojun1998/zfile.git,2019-08-19T13:57:56Z,2022-03-15T00:47:34Z,4565,39,no,,,,
519,Augusto,ElderDrivers/EdXposed,git@github.com:ElderDrivers/EdXposed.git,2019-01-18T16:18:19Z,2022-03-14T06:15:36Z,4560,27,no,,,,
520,Augusto,baidu/uid-generator,git@github.com:baidu/uid-generator.git,2017-03-27T04:03:43Z,2022-03-14T08:57:01Z,4558,0,no,,,,
521,Augusto,kyleduo/SwitchButton,git@github.com:kyleduo/SwitchButton.git,2014-09-09T07:20:43Z,2022-03-14T13:50:07Z,4556,0,no,,,,
522,Augusto,jgilfelt/chuck,git@github.com:jgilfelt/chuck.git,2017-02-07T23:51:39Z,2022-03-12T05:08:05Z,4552,5,no,,,,
523,Augusto,lingochamp/okdownload,git@github.com:lingochamp/okdownload.git,2017-12-17T08:21:22Z,2022-03-13T04:11:38Z,4547,8,no,,,,
524,Augusto,spring-cloud/spring-cloud-netflix,git@github.com:spring-cloud/spring-cloud-netflix.git,2014-07-11T15:46:12Z,2022-03-13T12:20:49Z,4540,2,no,,,,
525,Augusto,fuzhengwei/itstack-demo-design,git@github.com:fuzhengwei/itstack-demo-design.git,2020-05-20T13:45:30Z,2022-03-14T14:16:04Z,4538,0,no,,,,
526,Augusto,Flipboard/bottomsheet,git@github.com:Flipboard/bottomsheet.git,2015-04-23T17:37:32Z,2022-03-11T18:41:07Z,4536,10,no,,,,
527,Augusto,techGay/v9porn,git@github.com:techGay/v9porn.git,2018-04-12T14:32:04Z,2022-03-14T08:52:49Z,4535,9,no,,,,
528,Augusto,spring-projects/spring-security-oauth,git@github.com:spring-projects/spring-security-oauth.git,2011-07-26T18:08:49Z,2022-03-14T06:37:53Z,4529,0,no,,,,
529,Augusto,romandanylyk/PageIndicatorView,git@github.com:romandanylyk/PageIndicatorView.git,2016-08-20T19:25:32Z,2022-03-11T10:54:42Z,4525,14,no,,,,
530,Augusto,JakeWharton/NineOldAndroids,git@github.com:JakeWharton/NineOldAndroids.git,2011-12-08T19:46:37Z,2022-03-13T04:51:27Z,4523,0,no,,,,
531,Augusto,jdamcd/android-crop,git@github.com:jdamcd/android-crop.git,2014-03-13T10:24:43Z,2022-03-12T19:11:03Z,4523,6,no,,,,
532,Augusto,nisrulz/android-tips-tricks,git@github.com:nisrulz/android-tips-tricks.git,2016-08-25T20:27:33Z,2022-03-10T11:51:58Z,4514,0,no,,,,
533,Augusto,sofastack/sofa-boot,git@github.com:sofastack/sofa-boot.git,2018-04-02T08:28:14Z,2022-03-14T01:58:55Z,4508,50,no,,,,
534,Augusto,pili-engineering/PLDroidPlayer,git@github.com:pili-engineering/PLDroidPlayer.git,2015-06-02T04:41:29Z,2022-03-14T23:46:32Z,4505,41,no,,,,
535,Augusto,zhanghai/Douya,git@github.com:zhanghai/Douya.git,2016-02-01T13:44:19Z,2022-03-10T11:22:05Z,4505,11,no,,,,
536,Augusto,Jasonchenlijian/FastBle,git@github.com:Jasonchenlijian/FastBle.git,2016-08-23T02:06:33Z,2022-03-14T05:01:39Z,4493,9,no,,,,
537,Augusto,jankotek/mapdb,git@github.com:jankotek/mapdb.git,2012-08-17T15:28:54Z,2022-03-14T11:19:41Z,4474,0,no,,,,
538,Augusto,lettuce-io/lettuce-core,git@github.com:lettuce-io/lettuce-core.git,2014-05-10T13:08:46Z,2022-03-14T05:49:49Z,4465,97,no,,,,
539,Augusto,apache/groovy,git@github.com:apache/groovy.git,2015-04-16T07:00:05Z,2022-03-14T22:34:26Z,4452,0,no,,,,
540,Augusto,square/android-times-square,git@github.com:square/android-times-square.git,2013-01-30T20:28:27Z,2022-03-14T16:44:28Z,4447,0,no,,,,
541,Augusto,alibaba/dexposed,git@github.com:alibaba/dexposed.git,2015-06-30T02:59:16Z,2022-03-14T05:37:53Z,4439,0,no,,,,
542,Augusto,HotBitmapGG/bilibili-android-client,git@github.com:HotBitmapGG/bilibili-android-client.git,2016-06-01T04:36:01Z,2022-03-12T09:24:14Z,4431,1,no,,,,
543,Augusto,castorflex/SmoothProgressBar,git@github.com:castorflex/SmoothProgressBar.git,2013-11-27T20:32:16Z,2022-03-14T17:41:28Z,4429,9,no,,,,
544,Augusto,orientechnologies/orientdb,git@github.com:orientechnologies/orientdb.git,2012-12-09T20:33:47Z,2022-03-13T17:53:07Z,4428,180,no,,,,
545,Augusto,apache/hbase,git@github.com:apache/hbase.git,2014-05-23T07:00:07Z,2022-03-14T09:45:10Z,4398,18,no,,,,
546,Augusto,puniverse/quasar,git@github.com:puniverse/quasar.git,2013-03-27T14:51:24Z,2022-03-14T08:59:28Z,4394,18,no,,,,
547,Augusto,spring-projects/spring-data-examples,git@github.com:spring-projects/spring-data-examples.git,2014-01-30T15:42:43Z,2022-03-14T09:38:09Z,4379,0,no,,,,
548,Augusto,google/google-java-format,git@github.com:google/google-java-format.git,2015-05-11T20:38:28Z,2022-03-14T11:22:23Z,4368,17,no,,,,
549,Augusto,firebase/FirebaseUI-Android,git@github.com:firebase/FirebaseUI-Android.git,2015-07-09T17:31:09Z,2022-03-14T13:21:28Z,4367,63,no,,,,
550,Augusto,MindorksOpenSource/android-mvp-architecture,git@github.com:MindorksOpenSource/android-mvp-architecture.git,2017-01-27T08:39:06Z,2022-03-14T21:10:41Z,4366,0,no,,,,
551,Augusto,JanusGraph/janusgraph,git@github.com:JanusGraph/janusgraph.git,2016-12-26T13:26:29Z,2022-03-14T13:56:03Z,4363,20,no,,,,
552,Augusto,deathmarine/Luyten,git@github.com:deathmarine/Luyten.git,2013-07-11T10:57:28Z,2022-03-13T14:39:01Z,4353,17,no,,,,
553,Augusto,mcxiaoke/android-volley,git@github.com:mcxiaoke/android-volley.git,2013-05-21T05:35:26Z,2022-03-13T04:39:03Z,4351,0,no,,,,
554,Augusto,reactive-streams/reactive-streams-jvm,git@github.com:reactive-streams/reactive-streams-jvm.git,2014-02-28T13:16:15Z,2022-03-14T21:52:15Z,4321,0,no,,,,
555,Augusto,2227324689/gpmall,git@github.com:2227324689/gpmall.git,2019-07-18T14:09:22Z,2022-03-14T18:31:27Z,4321,0,no,,,,
556,Augusto,Ashok-Varma/BottomNavigation,git@github.com:Ashok-Varma/BottomNavigation.git,2016-03-19T19:19:30Z,2022-03-04T06:47:24Z,4308,16,no,,,,
557,Augusto,youtube/api-samples,git@github.com:youtube/api-samples.git,2013-12-09T18:41:41Z,2022-03-14T12:09:54Z,4307,0,no,,,,
558,Augusto,cglib/cglib,git@github.com:cglib/cglib.git,2014-03-29T13:48:30Z,2022-03-14T01:41:52Z,4306,15,no,,,,
559,Augusto,CodingDocs/springboot-guide,git@github.com:CodingDocs/springboot-guide.git,2018-11-28T01:05:07Z,2022-03-14T17:52:44Z,4291,0,no,,,,
560,Augusto,aporter/coursera-android,git@github.com:aporter/coursera-android.git,2014-01-05T09:55:31Z,2022-03-07T16:38:41Z,4290,0,no,,,,
561,Augusto,roncoo/roncoo-pay,git@github.com:roncoo/roncoo-pay.git,2016-07-21T02:46:06Z,2022-03-14T07:57:53Z,4287,0,no,,,,
562,Augusto,bingoogolapple/BGARefreshLayout-Android,git@github.com:bingoogolapple/BGARefreshLayout-Android.git,2015-05-28T16:17:00Z,2022-03-13T01:45:49Z,4273,4,no,,,,
563,Augusto,Tencent/GT,git@github.com:Tencent/GT.git,2016-01-13T10:29:55Z,2022-03-14T07:01:32Z,4265,3,no,,,,
564,Augusto,zuihou/lamp-cloud,git@github.com:zuihou/lamp-cloud.git,2018-01-17T02:51:04Z,2022-03-14T04:59:53Z,4261,0,no,,,,
565,Augusto,kiegroup/drools,git@github.com:kiegroup/drools.git,2011-02-18T08:37:05Z,2022-03-14T09:26:36Z,4253,0,no,,,,
566,Augusto,yasserg/crawler4j,git@github.com:yasserg/crawler4j.git,2011-12-31T22:49:18Z,2022-03-14T03:43:15Z,4241,3,no,,,,
567,Augusto,bitcoinj/bitcoinj,git@github.com:bitcoinj/bitcoinj.git,2013-11-19T04:33:23Z,2022-03-13T14:18:13Z,4235,1,no,,,,
568,Augusto,hansonwang99/Spring-Boot-In-Action,git@github.com:hansonwang99/Spring-Boot-In-Action.git,2019-01-28T12:56:51Z,2022-03-14T02:02:35Z,4234,0,no,,,,
569,Augusto,robinhood/ticker,git@github.com:robinhood/ticker.git,2016-07-15T21:37:52Z,2022-03-10T11:55:06Z,4233,9,no,,,,
570,Augusto,jeasonlzy/ImagePicker,git@github.com:jeasonlzy/ImagePicker.git,2016-01-27T17:05:03Z,2022-03-07T09:42:36Z,4227,5,no,,,,
571,Augusto,natario1/CameraView,git@github.com:natario1/CameraView.git,2017-07-18T09:30:33Z,2022-03-13T18:52:00Z,4222,42,no,,,,
572,Augusto,awangdev/LintCode,git@github.com:awangdev/LintCode.git,2015-04-25T19:14:09Z,2022-03-14T02:03:30Z,4212,0,no,,,,
573,Augusto,javagrowing/JGrowing,git@github.com:javagrowing/JGrowing.git,2019-02-26T01:55:08Z,2022-03-14T01:00:56Z,4210,0,no,,,,
574,Augusto,cabaletta/baritone,git@github.com:cabaletta/baritone.git,2018-08-01T15:34:21Z,2022-03-14T23:19:24Z,4202,61,no,,,,
575,Augusto,Netflix/ribbon,git@github.com:Netflix/ribbon.git,2013-01-15T01:08:04Z,2022-03-14T16:17:48Z,4194,41,no,,,,
576,Augusto,zhanglei-workspace/shopping-management-system,git@github.com:zhanglei-workspace/shopping-management-system.git,2015-11-16T12:53:21Z,2022-03-14T14:55:08Z,4181,0,no,,,,
577,Augusto,grantland/android-autofittextview,git@github.com:grantland/android-autofittextview.git,2011-02-14T06:00:52Z,2022-03-14T18:12:01Z,4177,1,no,,,,
578,Augusto,apache/camel,git@github.com:apache/camel.git,2009-05-21T00:25:36Z,2022-03-14T01:16:50Z,4175,0,no,,,,
579,Augusto,apache/hive,git@github.com:apache/hive.git,2009-05-21T02:31:01Z,2022-03-14T09:48:46Z,4172,0,no,,,,
580,Augusto,CellularPrivacy/Android-IMSI-Catcher-Detector,git@github.com:CellularPrivacy/Android-IMSI-Catcher-Detector.git,2013-11-23T10:04:14Z,2022-03-13T08:56:58Z,4163,48,no,,,,
581,Augusto,Meituan-Dianping/Robust,git@github.com:Meituan-Dianping/Robust.git,2017-03-14T10:14:50Z,2022-03-13T04:10:55Z,4160,13,no,,,,
582,Augusto,Genymobile/gnirehtet,git@github.com:Genymobile/gnirehtet.git,2017-02-09T16:01:13Z,2022-03-14T19:23:03Z,4149,11,no,,,,
583,Augusto,airbnb/DeepLinkDispatch,git@github.com:airbnb/DeepLinkDispatch.git,2015-06-11T21:16:48Z,2022-03-14T07:49:14Z,4144,22,no,,,,
584,Augusto,Jacksgong/JKeyboardPanelSwitch,git@github.com:Jacksgong/JKeyboardPanelSwitch.git,2015-07-01T17:42:01Z,2022-03-11T05:21:56Z,4126,14,no,,,,
585,Augusto,pedrovgs/AndroidWiFiADB,git@github.com:pedrovgs/AndroidWiFiADB.git,2015-10-18T21:58:45Z,2022-03-14T18:26:06Z,4126,8,no,,,,
586,Augusto,hugeterry/CoordinatorTabLayout,git@github.com:hugeterry/CoordinatorTabLayout.git,2017-01-27T13:40:28Z,2022-03-14T08:27:04Z,4116,0,no,,,,
587,Augusto,ZHENFENG13/spring-boot-projects,git@github.com:ZHENFENG13/spring-boot-projects.git,2017-04-01T01:50:14Z,2022-03-14T06:38:00Z,4112,0,no,,,,
588,Augusto,ChadCSong/ShineButton,git@github.com:ChadCSong/ShineButton.git,2016-07-05T06:32:26Z,2022-03-14T09:56:23Z,4109,2,no,,,,
589,Augusto,cjlin1/libsvm,git@github.com:cjlin1/libsvm.git,2013-09-10T14:32:07Z,2022-03-14T08:31:34Z,4107,0,no,,,,
590,Augusto,codingapi/tx-lcn,git@github.com:codingapi/tx-lcn.git,2017-11-11T03:34:34Z,2022-03-14T15:24:58Z,4101,14,no,,,,
591,Augusto,AntennaPod/AntennaPod,git@github.com:AntennaPod/AntennaPod.git,2012-07-31T10:25:08Z,2022-03-14T15:34:00Z,4095,43,no,,,,
592,Augusto,apache/ignite,git@github.com:apache/ignite.git,2015-02-19T08:00:05Z,2022-03-14T09:26:59Z,4094,0,no,,,,
593,Augusto,javaparser/javaparser,git@github.com:javaparser/javaparser.git,2011-10-30T14:03:44Z,2022-03-14T08:10:43Z,4093,31,no,,,,
594,Augusto,Exrick/xpay,git@github.com:Exrick/xpay.git,2017-12-12T16:11:19Z,2022-03-14T13:13:37Z,4087,0,no,,,,
595,Augusto,baoyachi/StepView,git@github.com:baoyachi/StepView.git,2016-06-22T03:52:08Z,2022-03-08T08:17:40Z,4074,13,no,,,,
596,Augusto,bingoogolapple/BGABanner-Android,git@github.com:bingoogolapple/BGABanner-Android.git,2014-10-25T17:15:18Z,2022-03-11T09:30:10Z,4073,0,no,,,,
597,Augusto,apache/rocketmq-externals,git@github.com:apache/rocketmq-externals.git,2017-03-14T07:00:06Z,2022-03-13T15:34:05Z,4072,0,no,,,,
598,Augusto,android/views-widgets-samples,git@github.com:android/views-widgets-samples.git,2019-09-06T21:39:12Z,2022-03-14T12:07:44Z,4071,0,no,,,,
599,Augusto,alibaba/Tangram-Android,git@github.com:alibaba/Tangram-Android.git,2017-03-29T13:29:57Z,2022-03-14T08:53:12Z,4057,38,no,,,,
600,Augusto,ronmamo/reflections,git@github.com:ronmamo/reflections.git,2013-04-16T16:19:26Z,2022-03-14T17:03:01Z,4055,3,no,,,,
601,Augusto,rubensousa/ViewPagerCards,git@github.com:rubensousa/ViewPagerCards.git,2016-08-20T15:24:12Z,2022-03-14T17:47:08Z,4051,0,no,,,,
602,Augusto,LSPosed/LSPosed,git@github.com:LSPosed/LSPosed.git,2020-12-12T08:39:37Z,2022-03-15T00:54:32Z,4049,29,no,,,,
603,Augusto,Yalantis/Phoenix,git@github.com:Yalantis/Phoenix.git,2015-01-12T14:11:20Z,2022-03-09T18:23:38Z,4037,1,no,,,,
604,Augusto,ThirtyDegreesRay/OpenHub,git@github.com:ThirtyDegreesRay/OpenHub.git,2017-07-11T13:29:51Z,2022-03-11T22:56:54Z,4033,31,no,,,,
605,Augusto,ongakuer/CircleIndicator,git@github.com:ongakuer/CircleIndicator.git,2014-07-30T14:02:56Z,2022-03-14T12:52:00Z,4030,7,no,,,,
606,Augusto,coobird/thumbnailator,git@github.com:coobird/thumbnailator.git,2015-07-25T05:38:33Z,2022-03-14T22:35:10Z,4028,0,no,,,,
607,Augusto,makovkastar/FloatingActionButton,git@github.com:makovkastar/FloatingActionButton.git,2014-07-22T13:29:55Z,2022-03-14T22:22:17Z,4025,0,no,,,,
608,Augusto,dinuscxj/LoadingDrawable,git@github.com:dinuscxj/LoadingDrawable.git,2016-04-16T07:33:57Z,2022-03-14T08:31:56Z,4022,0,no,,,,
609,Augusto,stleary/JSON-java,git@github.com:stleary/JSON-java.git,2010-12-21T17:46:09Z,2022-03-14T02:47:20Z,4020,14,no,,,,
610,Augusto,Netflix/conductor,git@github.com:Netflix/conductor.git,2016-12-07T22:48:42Z,2022-03-14T22:08:58Z,4020,279,no,,,,
611,Augusto,iNPUTmice/Conversations,git@github.com:iNPUTmice/Conversations.git,2014-01-24T01:07:34Z,2022-03-13T15:35:11Z,4017,101,no,,,,
612,Augusto,brianfrankcooper/YCSB,git@github.com:brianfrankcooper/YCSB.git,2010-04-19T20:52:11Z,2022-03-14T22:14:25Z,4012,55,no,,,,
613,Augusto,reactor/reactor-core,git@github.com:reactor/reactor-core.git,2015-11-10T10:06:40Z,2022-03-14T15:15:24Z,4012,110,no,,,,
614,Augusto,objectbox/objectbox-java,git@github.com:objectbox/objectbox-java.git,2017-01-24T10:29:48Z,2022-03-13T15:59:42Z,3993,29,no,,,,
615,Augusto,azkaban/azkaban,git@github.com:azkaban/azkaban.git,2012-10-18T01:34:53Z,2022-03-11T03:41:11Z,3988,48,no,,,,
616,Augusto,BoltsFramework/Bolts-Android,git@github.com:BoltsFramework/Bolts-Android.git,2014-01-30T04:58:14Z,2022-03-07T08:24:17Z,3986,11,no,,,,
617,Augusto,phishman3579/java-algorithms-implementation,git@github.com:phishman3579/java-algorithms-implementation.git,2013-11-20T03:30:19Z,2022-03-13T14:34:06Z,3974,0,no,,,,
618,Augusto,Heeexy/SpringBoot-Shiro-Vue,git@github.com:Heeexy/SpringBoot-Shiro-Vue.git,2017-11-17T18:49:06Z,2022-03-15T00:31:47Z,3969,0,no,,,,
619,Augusto,rengwuxian/RxJavaSamples,git@github.com:rengwuxian/RxJavaSamples.git,2016-03-24T13:08:10Z,2022-02-18T14:21:02Z,3968,3,no,,,,
620,Augusto,qstumn/BadgeView,git@github.com:qstumn/BadgeView.git,2017-02-08T02:01:39Z,2022-03-11T09:24:59Z,3967,5,no,,,,
621,Augusto,yhaolpz/FloatWindow,git@github.com:yhaolpz/FloatWindow.git,2017-11-14T14:33:55Z,2022-03-12T11:46:05Z,3967,9,no,,,,
622,Augusto,alibaba/jstorm,git@github.com:alibaba/jstorm.git,2013-09-03T03:53:16Z,2022-03-10T18:22:43Z,3944,22,no,,,,
623,Augusto,chewiebug/GCViewer,git@github.com:chewiebug/GCViewer.git,2011-10-23T09:01:04Z,2022-03-13T20:36:59Z,3932,5,no,,,,
624,Augusto,bjmashibing/InternetArchitect,git@github.com:bjmashibing/InternetArchitect.git,2019-10-19T16:32:01Z,2022-03-15T00:38:40Z,3932,0,no,,,,
625,Augusto,lcodecorex/TwinklingRefreshLayout,git@github.com:lcodecorex/TwinklingRefreshLayout.git,2016-03-02T12:11:56Z,2022-03-12T00:58:23Z,3931,0,no,,,,
626,Augusto,brianway/java-learning,git@github.com:brianway/java-learning.git,2016-02-09T05:20:58Z,2022-03-14T13:33:46Z,3923,0,no,,,,
627,Augusto,Manabu-GT/ExpandableTextView,git@github.com:Manabu-GT/ExpandableTextView.git,2014-05-17T19:40:15Z,2022-03-12T19:02:19Z,3919,4,no,,,,
628,Augusto,CalebFenton/simplify,git@github.com:CalebFenton/simplify.git,2014-01-16T05:14:02Z,2022-03-14T22:01:32Z,3918,9,no,,,,
629,Augusto,JoanZapata/android-iconify,git@github.com:JoanZapata/android-iconify.git,2013-06-12T11:42:01Z,2022-03-10T20:49:18Z,3917,0,no,,,,
630,Augusto,meefik/linuxdeploy,git@github.com:meefik/linuxdeploy.git,2012-08-21T04:49:14Z,2022-03-14T15:46:14Z,3908,37,no,,,,
631,Augusto,citerus/dddsample-core,git@github.com:citerus/dddsample-core.git,2015-01-31T23:21:37Z,2022-03-14T23:35:38Z,3901,0,no,,,,
632,Augusto,bisq-network/bisq,git@github.com:bisq-network/bisq.git,2014-03-12T09:42:29Z,2022-03-14T19:12:14Z,3900,120,no,,,,
633,Augusto,xcltapestry/XCL-Charts,git@github.com:xcltapestry/XCL-Charts.git,2014-06-09T15:44:50Z,2022-03-14T05:07:22Z,3900,0,no,,,,
634,Augusto,Doikki/DKVideoPlayer,git@github.com:Doikki/DKVideoPlayer.git,2017-04-11T01:33:38Z,2022-03-14T23:43:57Z,3898,30,no,,,,
635,Augusto,luckybilly/CC,git@github.com:luckybilly/CC.git,2017-11-23T16:26:33Z,2022-03-14T00:35:31Z,3893,0,no,,,,
636,Augusto,rstudio/rstudio,git@github.com:rstudio/rstudio.git,2010-12-07T19:10:25Z,2022-03-14T13:36:48Z,3890,0,no,,,,
637,Augusto,JZ-Darkal/AndroidHttpCapture,git@github.com:JZ-Darkal/AndroidHttpCapture.git,2016-10-15T19:48:00Z,2022-03-14T15:42:45Z,3885,1,no,,,,
